701283677348694,
702061947270867,
692570114886717,
679784172831978,
702896573854071,
703280607149001,
703327563810972,
687249532085442,
699733347503727,
703349413808787,
701427704000958,
700577800752615,
702810000529395,
701405970669798,
702736427203419,
702422803901448,
703265870483808,
703236153820113,
698985884245140,
702542723889456,
